,Image Path,Image Name,Origin,CL,F,JH
395,http://www.vggallery.com/painting/p_0317.htm,['Factories at Asnieres Seen from the Quai de Clichy'],"Summer, 1887","St. Louis, The Saint Louis Art Museum",317,1287
396,http://www.vggallery.com/painting/p_0318.htm,"['Factory at Asnieres, The']","Summer, 1887","Philadelphia, The Barnes Foundation",318,1288
397,http://www.vggallery.com/painting/p_0810.htm,['House with Sunflowers'],"Summer, 1887","United States, private collection",810,2109
398,http://www.vggallery.com/painting/p_0286b.htm,['Lilacs'],"Summer, 1887",Private collection,286b,1294
399,http://www.vggallery.com/painting/p_0313.htm,['Restaurant de la Sirène at Asnières'],"Summer, 1887","Paris, Musée d'Orsay",313,1251
400,http://www.vggallery.com/painting/p_0355.htm,"['Rispal Restaurant at Asnières, The']","Summer, 1887","Kansas City, Nelson-Atkins Museum of Fine Art",355,1266
401,http://www.vggallery.com/painting/p_0240.htm,"['Seine Bridge at Asnieres, The']","Summer, 1887","U.S.A., private collection",240,1268
402,http://www.vggallery.com/painting/p_0303.htm,"['Seine with the Pont de Clichy, The']","Summer, 1887",Private collection,303,1323
403,http://www.vggallery.com/painting/p_0304.htm,"['Seine with the Pont de la Grande Jette, The']","Summer, 1887","Amsterdam, Van Gogh Museum",304,1326
404,http://www.vggallery.com/painting/p_0269v.htm,['Self-Portrait'],"Summer, 1887","Amsterdam, Van Gogh Museum",269v,1301
405,http://www.vggallery.com/painting/p_0109v.htm,['Self-Portrait'],"Summer, 1887","Amsterdam, Van Gogh Museum",109v,1303
406,http://www.vggallery.com/painting/p_0077v.htm,['Self-Portrait'],"Summer, 1887","Amsterdam, Van Gogh Museum",77v,1304
407,http://www.vggallery.com/painting/p_0268.htm,['Self-Portrait'],"Summer, 1887","Hartford (Conn.), Wadsworth Atheneum",268,1299
408,http://www.vggallery.com/painting/p_0061v.htm,['Self-Portrait with Straw Hat'],"Summer, 1887","Amsterdam, Van Gogh Museum",61v,1302
409,http://www.vggallery.com/painting/p_0469.htm,['Self-Portrait with Straw Hat'],"Summer, 1887","Amsterdam, Van Gogh Museum",469,1310
410,http://www.vggallery.com/painting/p_0526.htm,['Self-Portrait with Straw Hat'],"Summer, 1887","Detroit, The Detroit Institute of Arts",526,1309
411,http://www.vggallery.com/painting/p_0179v.htm,['Self-Portrait with Straw Hat and Pipe'],"Summer, 1887","Amsterdam, Van Gogh Museum",179v,1300
412,http://www.vggallery.com/painting/p_0307.htm,['Trees and Undergrowth'],"Summer, 1887","Amsterdam, Van Gogh Museum",307,1318
413,http://www.vggallery.com/painting/p_0309a.htm,['Trees and Undergrowth'],"Summer, 1887","Amsterdam, Van Gogh Museum",309a,1312
414,http://www.vggallery.com/painting/p_0291.htm,['Trees in a Field on a Sunny Day'],"Summer, 1887","Amsterdam, P. and N. de Boer Foundation",291,1314
415,http://www.vggallery.com/painting/p_0308.htm,['Undergrowth'],"Summer, 1887","Amsterdam, Van Gogh Museum",308,1313
416,http://www.vggallery.com/painting/p_0306.htm,['Undergrowth'],"Summer, 1887","Utrecht, Centraal Museum (on loan from the Van Baaren Museum Foundation, Utrecht)",306,1317
417,http://www.vggallery.com/painting/p_0324.htm,['Vase with Cornflowers and Poppies'],"Summer, 1887",Netherlands: Triton Foundation,324,1293
418,http://www.vggallery.com/painting/p_0323.htm,['Vase with Daisies and Anemones'],"Summer, 1887","Otterlo, Kröller-Müller Museum",323,1295
419,http://www.vggallery.com/painting/p_0322.htm,"['Vase with Lilacs, Daisies and Anemones']","Summer, 1887","Geneva, Musée d'Art et d'Histoire",322,1292
420,http://www.vggallery.com/painting/p_0316.htm,['Vegetable Gardens at Montmartre'],"Summer, 1887","Amsterdam, Van Gogh Museum",316,1246
421,http://www.vggallery.com/painting/p_0310.htm,['Wheat Field with a Lark'],"Summer, 1887","Amsterdam, Van Gogh Museum",310,1274
422,http://www.vggallery.com/painting/p_0452.htm,['Four Cut Sunflowers'],"August-September, 1887","Otterlo, Kröller-Müller Museum",452,1330
423,http://www.vggallery.com/painting/p_0377.htm,['Two Cut Sunflowers'],"August-September, 1887","Amsterdam, Van Gogh Museum",377,1328
424,http://www.vggallery.com/painting/p_0376.htm,['Two Cut Sunflowers'],"August-September, 1887","Berne, Kunstmuseum Bern",376,1331
425,http://www.vggallery.com/painting/p_0375.htm,['Two Cut Sunflowers'],"August-September, 1887","New York, The Metropolitan Museum of Art",375,1329
426,http://www.vggallery.com/painting/p_0372.htm,['Japonaiserie: Bridge in the Rain (after Hiroshige)'],"September-October, 1887","Amsterdam, Van Gogh Museum",372,1297
427,http://www.vggallery.com/painting/p_0371.htm,['Japonaiserie: Flowering Plum Tree (after Hiroshige)'],"September-October, 1887","Amsterdam, Van Gogh Museum",371,1296
428,http://www.vggallery.com/painting/p_0373.htm,['Japonaiserie: Oiran (after Kesaï Eisen)'],"September-October, 1887","Amsterdam, Van Gogh Museum",373,1298
429,http://www.vggallery.com/painting/p_0588.htm,['Chrysanthemums and Wild Flowers in a Vase'],"Autumn, 1887","New York, The Metropolitan Museum of Art",588,1335
430,http://www.vggallery.com/painting/p_0363.htm,['Portrait of Père Tanguy'],"Autumn, 1887","Paris, Musée Rodin",363,1351
431,http://www.vggallery.com/painting/p_0320.htm,['Self-Portrait'],"Autumn, 1887","Paris, Musée d'Orsay",320,1334
432,http://www.vggallery.com/painting/p_0378.htm,['Still Life with Basket of Apples (to Lucien Pissarro)'],"Autumn, 1887","Otterlo, Kröller-Müller Museum",378,1340
433,http://www.vggallery.com/painting/p_0359.htm,['Still Life with French Novels and a Rose'],"Autumn, 1887",Private collection,359,1332
434,http://www.vggallery.com/painting/p_0603.htm,['Still Life with Grapes'],"Autumn, 1887","Amsterdam, Van Gogh Museum",603,1336
435,http://www.vggallery.com/painting/p_0382.htm,"['Still Life with Apples, Pears, Lemons and Grapes']","Autumn, 1887","Chicago, The Art Institute of Chicago",382,1337
436,http://www.vggallery.com/painting/p_0383.htm,"['Still Life with Grapes, Pears and Lemons']","Autumn, 1887","Amsterdam, Van Gogh Museum",383,1339
437,http://www.vggallery.com/painting/p_0374.htm,['Still Life with Red Cabbages and Onions'],"Autumn, 1887","Amsterdam, Van Gogh Museum",374,1338
438,http://www.vggallery.com/painting/p_0254.htm,['Still Life with Apples'],"Autumn-Winter, 1887/88","Amsterdam, Van Gogh Museum",254,1342
439,http://www.vggallery.com/painting/p_0379.htm,['Still Life with Basket of Apples'],"Autumn-Winter, 1887/88","St. Louis, The Saint Louis Art Museum, Gift of Sydney M. Shoenberg, Sr.",379,1341
440,http://www.vggallery.com/painting/p_0381.htm,['Italian Woman (Agostina Segatori?)'],"December, 1887","Paris, Musée d'Orsay",381,1355
441,http://www.vggallery.com/painting/p_0319.htm,['Self-Portrait with a Japanese Print'],"December, 1887","Basle, Offentliche Kunstsammlung, Kunstmuseum Basel (on loan from the Emily Dreyfus Foundation)",319,1333
442,http://www.vggallery.com/painting/p_0360.htm,"['Still Life with Plaster Statuette, a Rose and Two Novels']","December, 1887","Otterlo, Kröller-Müller Museum",360,1349
443,http://www.vggallery.com/painting/p_0216.htm,['Plaster Statuette of a Female Torso'],"Winter, 1887/88","Komaki (Japan), Menard Art Museum",216,1348
444,http://www.vggallery.com/painting/p_0366.htm,['Self-Portrait'],"Winter, 1887/88","Zurich, Foundation E.G. Bührle",366,1345
445,http://www.vggallery.com/painting/p_0344.htm,['Self-Portrait with Grey Felt Hat'],"Winter, 1887/88","Amsterdam, Van Gogh Museum",344,1353
446,http://www.vggallery.com/painting/p_0365v.htm,['Self-Portrait with Straw Hat'],"Winter, 1887/88","New York, The Metropolitan Museum of Art",365v,1354
447,http://www.vggallery.com/painting/p_0297.htm,['Skull'],"Winter, 1887/88","Amsterdam, Van Gogh Museum",297,1346
448,http://www.vggallery.com/painting/p_0297a.htm,['Skull'],"Winter, 1887/88","Amsterdam, Van Gogh Museum",297a,1347
449,http://www.vggallery.com/painting/p_0602.htm,['Still Life with Quince Pears'],"Winter, 1887/88","Dresden, Gemaldegalerie Neue Meister",602,1343
450,http://www.vggallery.com/painting/p_0522.htm,['Self-Portrait in Front of the Easel'],Early 1888,"Amsterdam, Van Gogh Museum",522,1356
451,http://www.vggallery.com/painting/p_0290.htm,['Landscape with Snow'],"February, 1888","New York, The Solomon R. Guggenheim Museum, Justin K. Thannhauser Collection",290,1360
452,http://www.vggallery.com/painting/p_0390.htm,"['Old Woman of Arles, An']","February, 1888","Amsterdam, Van Gogh Museum",390,1357
453,http://www.vggallery.com/painting/p_0389.htm,"[""Pork-Butcher's Shop Seen from a Window, A""]","February, 1888","Amsterdam, Van Gogh Museum",389,1359
454,http://www.vggallery.com/painting/p_0391.htm,['Snowy Landscape with Arles in the Background'],"February, 1888","London, private collection",391,1358
455,http://www.vggallery.com/painting/p_0392.htm,['Blossoming Almond Branch in a Glass'],"Early March, 1888","Amsterdam, Van Gogh Museum",392,1361
456,http://www.vggallery.com/painting/p_0393.htm,['Blossoming Almond Branch in a Glass with a Book'],"Early March, 1888","Japan, private collection",393,1362
457,http://www.vggallery.com/painting/p_0398.htm,['Avenue of Plane Trees near Arles Station'],"March, 1888","Paris, Musée Rodin",398,1366
458,http://www.vggallery.com/painting/p_0396.htm,"['Gleize Bridge over the Vigueirat Canal, The']","March, 1888","Hakone, Pola Museum of Art",396,1367
459,http://www.vggallery.com/painting/p_0400.htm,"['Langlois Bridge at Arles with Road Alongside the Canal, The']","March, 1888","Amsterdam, Van Gogh Museum",400,1371
460,http://www.vggallery.com/painting/p_0397.htm,"['Langlois Bridge at Arles with Women Washing, The']","March, 1888","Otterlo, Kröller-Müller Museum",397,1368
461,http://www.vggallery.com/painting/p_0555.htm,['Orchard with Blossoming Apricot Trees'],"March, 1888","Amsterdam, Van Gogh Museum",555,1380
462,http://www.vggallery.com/painting/p_0607.htm,"['Pair of Leather Clogs, A']","March, 1888","Amsterdam, Van Gogh Museum",607,1364
463,http://www.vggallery.com/painting/p_0394.htm,['Pink Peach Tree in Blossom (Reminiscence of Mauve)'],"March, 1888","Otterlo, Kröller-Müller Museum",394,1379
464,http://www.vggallery.com/painting/p_0395.htm,['Still Life with Basket and Six Oranges'],"March, 1888",Private collection,395,1363
465,http://www.vggallery.com/painting/p_0386.htm,['Still Life: Potatoes in a Yellow Dish'],"March, 1888","Otterlo, Kröller-Müller Museum",386,1365
466,http://www.vggallery.com/painting/p_0544.htm,['Two Lovers (Fragment)'],"March, 1888",Private collection,544,1369
467,http://www.vggallery.com/painting/p_0552.htm,['Orchard in Blossom'],"March-April, 1888","New York, The Metropolitan Museum of Art",552,1381
468,http://www.vggallery.com/painting/p_0557.htm,['Almond Tree in Blossom'],"April, 1888","Amsterdam, Van Gogh Museum",557,1397
469,http://www.vggallery.com/painting/p_0399.htm,['Apricot Trees in Blossom'],"April, 1888","Johannesburg, Collection Continental Art Holdings, Ltd.",399,1398
470,http://www.vggallery.com/painting/p_0556.htm,['Apricot Trees in Blossom'],"April, 1888",Private collection,556,1383
471,http://www.vggallery.com/painting/p_0405.htm,['Blossoming Pear Tree'],"April, 1888","Amsterdam, Van Gogh Museum",405,1394
472,http://www.vggallery.com/painting/p_0571.htm,"['Langlois Bridge at Arles, The']","April, 1888","Paris, Private collection",571,1392
473,http://www.vggallery.com/painting/p_0511.htm,['Orchard in Blossom'],"April, 1888","Amsterdam, Van Gogh Museum",511,1386
474,http://www.vggallery.com/painting/p_0406.htm,['Orchard in Blossom'],"April, 1888","Switzerland, private collection",406,1399
475,http://www.vggallery.com/painting/p_0553.htm,['Orchard in Blossom (Plum Trees)'],"April, 1888","Edinburgh, National Gallery of Scotland",553,1387
476,http://www.vggallery.com/painting/p_0554.htm,"['Orchard in Blossom, Bordered by Cypresses']","April, 1888","New Haven (Conn.), Yale University Art Gallery",554,1388
477,http://www.vggallery.com/painting/p_0513.htm,"['Orchard in Blossom, Bordered by Cypresses']","April, 1888","Otterlo, Kröller-Müller Museum",513,1389
478,http://www.vggallery.com/painting/p_0551.htm,['Orchard with Peach Trees in Blossom'],"April, 1888",Private collection,551,1396
479,http://www.vggallery.com/painting/p_0407.htm,['Path Through a Field with Willows'],"April, 1888","Switzerland, private collection",407,1402
480,http://www.vggallery.com/painting/p_0403.htm,"['White Orchard, The']","April, 1888","Amsterdam, Van Gogh Museum",403,1378
481,http://www.vggallery.com/painting/p_0404.htm,['Peach Tree in Blossom'],"April-May, 1888","Amsterdam, Van Gogh Museum",404,1391
482,http://www.vggallery.com/painting/p_0408.htm,['Farmhouse in a Wheat Field'],"May, 1888","Amsterdam, Van Gogh Museum",408,1417
483,http://www.vggallery.com/painting/p_0576.htm,['Farmhouses in a Wheat Field Near Arles'],"May, 1888","Amsterdam, Van Gogh Museum",576,1423
484,http://www.vggallery.com/painting/p_0575.htm,['Landscape Under a Stormy Sky'],"May, 1888",Private collection,575,1422
485,http://www.vggallery.com/painting/p_0567.htm,"['Lane near Arles, A']","May, 1888","Greifswald, Pommersches Landesmuseum",567,1419
486,http://www.vggallery.com/painting/p_0570.htm,"['Langlois Bridge at Arles, The']","May, 1888","Cologne, Wallraf-Richartz-Museum",570,1421
487,http://www.vggallery.com/painting/p_0410.htm,"['Still Life: Blue Enamel Coffeepot, Earthenware and Fruit']","May, 1888","Athens, Basil and Elise Goulandris Museum of Contemporary Art",410,1426
488,http://www.vggallery.com/painting/p_0384.htm,"['Still Life: Bottle, Lemons and Oranges']","May, 1888","Otterlo, Kröller-Müller Museum",384,1425
489,http://www.vggallery.com/painting/p_0591.htm,['Still Life: Bowl with Daisies'],"May, 1888","Richmond, Virginia Museum of Fine Arts",591,1429
490,http://www.vggallery.com/painting/p_0600.htm,['Still Life: Majolica Jug with Wildflowers'],"May, 1888","Philadelphia, The Barnes Foundation",600,1424
491,http://www.vggallery.com/painting/p_0409.htm,['View of Arles with Irises in the Foreground'],"May, 1888","Amsterdam, Van Gogh Museum",409,1416
492,http://www.vggallery.com/painting/p_0415.htm,['Seascape at Saintes-Maries'],"Early June, 1888","Amsterdam, Van Gogh Museum",415,1452
493,http://www.vggallery.com/painting/p_0420.htm,['Street in Saintes-Maries'],"Early June, 1888",Private collection,420,1462
494,http://www.vggallery.com/painting/p_0419.htm,['Three White Cottages in Saintes-Maries'],"Early June, 1888","Zurich, Kunsthaus Zurich",419,1465
495,http://www.vggallery.com/painting/p_0545.htm,['Arles: View from the Wheat Fields'],"June, 1888","Paris, Musée Rodin",545,1477
496,http://www.vggallery.com/painting/p_0426.htm,"['Bridge at Trinquetaille, The']","June, 1888","Israel, Collection Joseph Hackmey",426,1468
497,http://www.vggallery.com/painting/p_0427.htm,['Canal with Women Washing'],"June, 1888","Washington, D.C., Collection Joseph Albritton",427,1490
498,http://www.vggallery.com/painting/p_0565.htm,['Farmhouse in Provence'],"June, 1888","Washington, National Gallery of Art, Alisa Mellon Bruce Collection",565,1443
499,http://www.vggallery.com/painting/p_0535.htm,"['Girl with Ruffled Hair (""The Mudlark"")']","June, 1888","La-Chaux-de-Fonds (Switzerland), Musée des Beaux-Arts",535,1467
500,http://www.vggallery.com/painting/p_0562.htm,['Green Ears of Wheat'],"June, 1888","Jerusalem, The Israel Museum, Gift of the Hanadiv Foundation",562,1483
501,http://www.vggallery.com/painting/p_0412.htm,"['Harvest at La Crau, with Montmajour in the Background']","June, 1888","Amsterdam, Van Gogh Museum",412,1440
502,http://www.vggallery.com/painting/p_0558.htm,['Harvest in Provence'],"June, 1888","Jerusalem, The Israel Museum",558,1481
503,http://www.vggallery.com/painting/p_0425.htm,['Haystacks in Provence'],"June, 1888","Otterlo, Kröller-Müller Museum",425,1442
504,http://www.vggallery.com/painting/p_0417.htm,['Seascape at Saintes-Maries'],"June, 1888","Moscow, Pushkin Museum",417,1453
505,http://www.vggallery.com/painting/p_0424.htm,"['Seated Zouave, The']","June, 1888","Argentina, private collection",424,1488
506,http://www.vggallery.com/painting/p_0422.htm,"['Sower, The']","June, 1888","Otterlo, Kröller-Müller Museum",422,1470
507,http://www.vggallery.com/painting/p_0465.htm,['Sunset: Wheat Fields Near Arles'],"June, 1888","Winterthur, Kunstmuseum Winterthur",465,1473
508,http://www.vggallery.com/painting/p_0416.htm,['View of Saintes-Maries'],"June, 1888","Otterlo, Kröller-Müller Museum",416,1447
509,http://www.vggallery.com/painting/p_0564.htm,['Wheat Field'],"June, 1888","Amsterdam, P. and N. de Boer Foundation",564,1475
510,http://www.vggallery.com/painting/p_0561.htm,['Wheat Field with Sheaves'],"June, 1888","Honolulu, Honolulu Museum of Art",561,1480
511,http://www.vggallery.com/painting/p_0411.htm,['Wheat Field with the Alpilles Foothills in the Background'],"June, 1888","Amsterdam, Van Gogh Museum",411,1476
512,http://www.vggallery.com/painting/pjh_1478.htm,['Wheat Fields with Stacks'],"June, 1888",Private collection,n/a,1478
513,http://www.vggallery.com/painting/p_0423.htm,"['Zouave (Half Length), The']","June, 1888","Amsterdam, Van Gogh Museum",423,1486
514,http://www.vggallery.com/painting/p_0413.htm,['Fishing Boats on the Beach at Saintes-Maries'],"Late June, 1888","Amsterdam, Van Gogh Museum",413,1460
515,http://www.vggallery.com/painting/pb_0003.htm,['Sunset at Montmajour'],"Summer, 1888",Private collection,None,None
516,http://www.vggallery.com/painting/p_0466.htm,['Rocks with Oak Tree'],"Early July, 1888","Houston, The Museum of Fine Arts",466,1489
517,http://www.vggallery.com/painting/p_0429.htm,['Flowering Garden with Path'],"July, 1888","The Hague, Kunstmuseum Den Haag (on loan)",429,1513
518,http://www.vggallery.com/painting/p_0430.htm,['Flowering Garden'],"July, 1888","New York, private collection",430,1510
519,http://www.vggallery.com/painting/p_0431.htm,"['La Mousmé, Sitting']","July, 1888","Washington, National Gallery of Art",431,1519
520,http://www.vggallery.com/painting/p_0448.htm,"['Painter on His Way to Work, The']","July, 1888","Destroyed by fire in the Second World War; formerly in the Kaiser-Friedrich-Museum, Magdeburg (Germany)",448,1491
521,http://www.vggallery.com/painting/p_0428.htm,['Sunny Lawn in a Public Park'],"July, 1888","Zurich, Collection Merzbacher (on permanent loan to the Kunsthaus Zurich)",428,1499
522,http://www.vggallery.com/painting/p_0432.htm,['Portrait of the Postman Joseph Roulin'],"Early August, 1888","Boston, Museum of Fine Arts",432,1522
523,http://www.vggallery.com/painting/p_0433.htm,['Portrait of the Postman Joseph Roulin'],"Early August, 1888","Detroit, Detroit Institute of Arts (partial and promised gift of Mr. and Mrs. Walter B. Ford II)",433,1524
524,http://www.vggallery.com/painting/p_0437.htm,['Coal Barges'],"August, 1888","Annapolis (Md.), Collection Carleton Mitchell",437,1570
525,http://www.vggallery.com/painting/p_0438.htm,['Coal Barges'],"August, 1888","Madrid, Museo Thyssen-Bornemisza",438,1571
526,http://www.vggallery.com/painting/p_0445.htm,['Encampment of Gypsies with Caravans'],"August, 1888","Paris, Musée d'Orsay",445,1554
527,http://www.vggallery.com/painting/p_0578.htm,['Garden Behind a House'],"August, 1888",Private collection,578,1538
528,http://www.vggallery.com/painting/p_0549a.htm,['Interior of a Restaurant in Arles'],"August, 1888",Private collection,549a,1573
529,http://www.vggallery.com/painting/p_0549.htm,['Interior of the Restaurant Venissac in Arles'],"August, 1888",Private collection,549,1572
530,http://www.vggallery.com/painting/p_0461.htm,"['Pair of Shoes, A']","August, 1888","New York, The Metropolitan Museum of Art",461,1569
531,http://www.vggallery.com/painting/p_0444.htm,['Portrait of Patience Escalier'],"August, 1888",Collection Niarchos,444,1563
532,http://www.vggallery.com/painting/p_0443.htm,"['Portrait of Patience Escalier, Shepherd in Provence']","August, 1888","Pasadena (Cal.), Norton Simon Museum of Art",443,1548
533,http://www.vggallery.com/painting/p_0449.htm,['Quay with Men Unloading Sand Barges'],"August, 1888","Essen, Museum Folkwang",449,1558
534,http://www.vggallery.com/painting/p_0446.htm,['Railway Carriages'],"August, 1888","Avignon (France), Fondation Angladon-Dubrujeaud",446,1553
535,http://www.vggallery.com/painting/p_0524.htm,['Self-Portrait with Pipe and Straw Hat'],"August, 1888","Amsterdam, Van Gogh Museum",524,1565
536,http://www.vggallery.com/painting/p_0459.htm,['Still Life: Vase with Five Sunflowers'],"August, 1888",Destroyed by fire in the Second World War,459,1560
537,http://www.vggallery.com/painting/p_0454.htm,['Still Life: Vase with Fifteen Sunflowers'],"August, 1888","London, National Gallery",454,1562
538,http://www.vggallery.com/painting/p_0594.htm,['Still Life: Vase with Oleanders'],"August, 1888",Location unknown; possibly stolen in 1944,594,1567
539,http://www.vggallery.com/painting/p_0593.htm,['Still Life: Vase with Oleanders and Books'],"August, 1888","New York, The Metropolitan Museum of Art",593,1566
540,http://www.vggallery.com/painting/p_0456.htm,['Still Life: Vase with Twelve Sunflowers'],"August, 1888","Munich, Neue Pinakothek",456,1561
541,http://www.vggallery.com/painting/p_0592.htm,['Still Life: Vase with Zinnias'],"August, 1888",Private collection,592,1568
542,http://www.vggallery.com/painting/p_0447.htm,['Thistles'],"August, 1888",Collection Niarchos,447,1550
543,http://www.vggallery.com/painting/p_0453.htm,['Three Sunflowers in a Vase'],"August, 1888","United States, private collection",453,1559
544,http://www.vggallery.com/painting/p_0447a.htm,['Two Thistles'],"August, 1888",Private collection,447a,1551
545,http://www.vggallery.com/painting/p_0467.htm,"['Cafe Terrace on the Place du Forum, Arles, at Night, The']","September, 1888","Otterlo, Kröller-Müller Museum",467,1580
546,http://www.vggallery.com/painting/p_0566.htm,['Entrance to the Public Park in Arles'],"September, 1888","Washington, The Phillips Collection",566,1585
547,http://www.vggallery.com/painting/p_0475.htm,"['Green Vineyard, The']","September, 1888","Otterlo, Kröller-Müller Museum",475,1595
548,http://www.vggallery.com/painting/p_0470.htm,"['Lane in the Public Garden at Arles, A']","September, 1888","Otterlo, Kröller-Müller Museum",470,1582
549,http://www.vggallery.com/painting/p_0463.htm,"['Night Cafe in the Place Lamartine in Arles, The']","September, 1888","New Haven (Conn.), Yale University Art Gallery",463,1575
550,http://www.vggallery.com/painting/p_0550.htm,"['Old Mill, The']","September, 1888","Buffalo (N.Y.), Albright-Knox Art Gallery",550,1577
551,http://www.vggallery.com/painting/p_0574.htm,['Ploughed Field'],"September, 1888","Amsterdam, Van Gogh Museum",574,1586
552,http://www.vggallery.com/painting/p_0462.htm,['Portrait of Eugene Boch'],"September, 1888","Paris, Musée d'Orsay",462,1574
553,http://www.vggallery.com/painting/p_0468.htm,"[""Poet's Garden, The""]","September, 1888","Chicago, The Art Institute of Chicago",468,1578
554,http://www.vggallery.com/painting/p_0476.htm,['Self-Portrait (Dedicated to Paul Gauguin)'],"September, 1888","Cambridge (Mass.), Fogg Art Museum, Harvard University",476,1581
555,http://www.vggallery.com/painting/p_0575a.htm,"['Sower: Outskirts of Arles in the Background, The']","September, 1888","Los Angeles, The Armand Hammer Museum of Art",575a,1596
556,http://www.vggallery.com/painting/p_0474.htm,['Starry Night Over the Rhone'],"September, 1888","Paris, Musée d'Orsay",474,1592
557,http://www.vggallery.com/painting/p_0464.htm,"[""Vincent's House in Arles (The Yellow House)""]","September, 1888","Amsterdam, Van Gogh Museum",464,1589
558,http://www.vggallery.com/painting/p_0473.htm,"['Portrait of Milliet, Second Lieutenant of the Zouaves']","Late September, 1888","Otterlo, Kröller-Müller Museum",473,1588
559,http://www.vggallery.com/painting/p_0572.htm,['Willows at Sunset'],"Autumn, 1888","Otterlo, Kröller-Müller Museum",572,1597
560,http://www.vggallery.com/painting/p_0478.htm,"['Brothel, The']","October, 1888","Philadelphia, The Barnes Foundation",478,1599
561,http://www.vggallery.com/painting/p_0485.htm,"[""Lovers: The Poet's Garden IV, The""]","October, 1888","Location unknown (declared to be ""degenerate"" by the Nazis and confiscated in 1937)",485,1615
562,http://www.vggallery.com/painting/p_0471.htm,"['Park at Arles with the Entrance Seen through the Trees, The']","October, 1888",Destroyed by fire in the Second World War,471,1613
563,http://www.vggallery.com/painting/p_0477.htm,"[""Portrait of the Artist's Mother""]","October, 1888","Pasadena (Cal.), Norton Simon Museum of Art",477,1600
564,http://www.vggallery.com/painting/p_0479.htm,"[""Public Garden with Couple and Blue Fir Tree: The Poet's Garden III""]","October, 1888",Private collection,479,1601
565,http://www.vggallery.com/painting/p_0472.htm,"['Public Park at Arles, The']","October, 1888",Private collection,472,1598
566,http://www.vggallery.com/painting/p_0480.htm,"['Railway Bridge over Avenue Montmajour, Arles, The']","October, 1888",Private collection,480,1603
567,http://www.vggallery.com/painting/p_0494.htm,"['Sower, The']","October, 1888","Winterthur, Villa Flora",494,1617
568,http://www.vggallery.com/painting/p_0358.htm,['Still Life: French Novels'],"October, 1888","Amsterdam, Van Gogh Museum",358,1612
569,http://www.vggallery.com/painting/p_0478a.htm,['Tarascon Diligence'],"October, 1888","Princeton, The Art Museum",478a,1605
570,http://www.vggallery.com/painting/p_0481.htm,"['Trinquetaille Bridge, The']","October, 1888",Private collection,481,1604
571,http://www.vggallery.com/painting/p_0482.htm,"[""Vincent's Bedroom in Arles""]","October, 1888","Amsterdam, Van Gogh Museum",482,1608
572,http://www.vggallery.com/painting/p_0568.htm,['Les Alyscamps'],"Late October, 1888","Athens, Basil and Elise Goulandris Museum of Contemporary Art",568,1622
573,http://www.vggallery.com/painting/p_0573.htm,['Trunk of an Old Yew Tree'],"Late October, 1888","London, Helly Nahmad Gallery",573,1618
574,http://www.vggallery.com/painting/p_0489.htm,"[""L'Arlesienne: Madame Ginoux with Gloves and Umbrella""]","Early November, 1888","Paris, Musée d'Orsay",489,1625
575,http://www.vggallery.com/painting/p_0488.htm,"[""L'Arlesienne: Madame Ginoux with Books""]","November, 1888 (or May, 1889?)","New York, The Metropolitan Museum of Art",488,1624
576,http://www.vggallery.com/painting/p_0487.htm,['Les Alyscamps'],"November, 1888",Collection Niarchos,487,1621
577,http://www.vggallery.com/painting/p_0569.htm,['Les Alyscamps'],"November, 1888",Private collection,569,1623
578,http://www.vggallery.com/painting/p_0486.htm,['Les Alyscamps: Falling Autumn Leaves'],"November, 1888","Otterlo, Kröller-Müller Museum",486,1620
579,http://www.vggallery.com/painting/p_0496.htm,['Memory of the Garden at Etten'],"November, 1888","St. Petersburg, Hermitage",496,1630
580,http://www.vggallery.com/painting/p_0495.htm,"['Red Vineyard, The']","November, 1888","Moscow, Pushkin Museum",495,1626
581,http://www.vggallery.com/painting/p_0451.htm,"['Sower, The']","November, 1888","Amsterdam, Van Gogh Museum",451,1629
582,http://www.vggallery.com/painting/p_0450.htm,"['Sower, The']","November, 1888","Zurich, Foundation E.G. Bührle",450,1627
583,http://www.vggallery.com/painting/p_0490.htm,['Mother Roulin with Her Baby'],"November-December, 1888","Philadelphia, The Philadelphia Museum of Art",490,1637
584,http://www.vggallery.com/painting/p_0491.htm,['Mother Roulin with Her Baby'],"November-December, 1888","New York, The Metropolitan Museum of Art",491,1638
585,http://www.vggallery.com/painting/p_0492.htm,['Portrait of Armand Roulin'],"November-December, 1888","Essen, Museum Folkwang",492,1642
586,http://www.vggallery.com/painting/p_0493.htm,['Portrait of Armand Roulin'],"November-December, 1888","Rotterdam, Museum Boijmans-van Beuningen",493,1643
587,http://www.vggallery.com/painting/p_0538.htm,['Portrait of Camille Roulin'],"November-December, 1888","Amsterdam, Van Gogh Museum",538,1645
588,http://www.vggallery.com/painting/p_0537.htm,['Portrait of Camille Roulin'],"November-December, 1888","Philadelphia, The Philadelphia Museum of Art, Mrs. Rodolphe Meyer de Schauensee, from the private collection of Mr. and Mrs. Walter H. Annenberg",537,1644
589,http://www.vggallery.com/painting/p_0503.htm,['Portrait of Madame Augustine Roulin'],"November-December, 1888","Winterthur, Oskar Reinhart Collection 'Am Römerholz'",503,1646
590,http://www.vggallery.com/painting/p_0434.htm,['Portrait of the Postman Joseph Roulin'],"November-December, 1888","Winterthur, Kunstmuseum Winterthur",434,1647
